Job Title,Salary Estimate,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Scientist Technical Specialist,$86K - $176K (Glassdoor est.),4.0,"Peraton
4.0","Chantilly, VA",5001 to 10000 Employees,2017,Company - Private,IT Services,Information Technology,$2 to $5 billion (USD)
Data Scientist,$61K - $102K (Glassdoor est.),3.3,"Cyient
3.3","Phoenix, AZ",10000+ Employees,1991,Company - Public,IT Services,Information Technology,$500 million to $1 billion (USD)
Senior Research Scientist in Organic and Medicinal Chemistry,$69K - $157K (Glassdoor est.),-1,Birdotech US Lab Inc.,"Levittown, PA",-1,-1,-1,-1,-1,-1
Application Scientist,$57K - $107K (Glassdoor est.),-1,Mascoma LLC,"Lebanon, NH",-1,-1,-1,-1,-1,-1
Data Analyst,$40K - $79K (Glassdoor est.),3.4,"Alaska Heart and Vascular Institute
3.4","Anchorage, AK",51 to 200 Employees,Company - Private,$10 to $25 million (USD),-1,-1,-1
Bioinformatician / Data Scientist,-1,3.8,"Akoya Biosciences
3.8",Remote,51 to 200 Employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1
"Virology scientist (Rochester, MN)",-1,-1,Imanis Life Sciences,Iowa,-1,-1,-1,-1,-1,-1
"Data Engineer – Fairfax, VA",$73K - $141K (Glassdoor est.),3.4,"Vibrent Health
3.4","Fairfax, VA",51 to 200 Employees,2008,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Science Specialist,$58K - $112K (Glassdoor est.),3.9,"EATON
3.9","Moon Township, PA",10000+ Employees,1911,Unknown,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD)
Data Scientist,$61K - $77K (Glassdoor est.),4.0,"Array Information Technology, Inc.
4.0","Fairfax, VA",201 to 500 Employees,1997,Company - Private,Consulting,Business Services,$50 to $100 million (USD)
Data Scientist Manager,$92K - $180K (Glassdoor est.),3.9,"Deloitte
3.9","Arlington, VA",10000+ Employees,1850,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD)
LEAD DATA SCIENTIST,$81K - $160K (Glassdoor est.),3.7,"Presbyterian Healthcare Services
3.7","Albuquerque, NM",10000+ Employees,1908,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD)
"Senior Scientist, Production",$55K - $103K (Glassdoor est.),-1,"Jackson ImmunoResearch Laboratories, Inc","West Grove, PA",-1,-1,-1,-1,-1,-1
Principal Data Scientist,$100K - $157K (Glassdoor est.),4.2,"Fidelity Investments
4.2","Boston, MA",10000+ Employees,1946,Company - Private,Investment Banking & Asset Management,Finance,$10+ billion (USD)
Data Analyst,$44K - $80K (Glassdoor est.),3.1,"Knight Transportation
3.1","Phoenix, AZ",5001 to 10000 Employees,1990,Company - Public,Logistics & Supply Chain,Transportation & Logistics,$1 to $2 billion (USD)
Data Analyst,$32K - $59K (Glassdoor est.),3.7,"Crown Equipment Corporation
3.7","New Bremen, OH",10000+ Employees,1945,Company - Private,Industrial Manufacturing,Manufacturing,$2 to $5 billion (USD)
Scientist I/Postdoctoral Scientist,$64K - $132K (Glassdoor est.),-1,"Biomodels, LLC","Waltham, MA",-1,-1,-1,-1,-1,-1
"Development Scientist I/II, Amplification",$61K - $109K (Glassdoor est.),4.9,"New England Biolabs, Inc.
4.9","Ipswich, MA",201 to 500 Employees,1974,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
CLINICAL LABORATORY SCIENTIST,$24 - $39 Per Hour(Glassdoor est.),3.8,"White Plains Hospital
3.8","White Plains, NY",1001 to 5000 Employees,1893,Hospital,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
Staff Data Scientist,$81K - $139K (Glassdoor est.),3.5,"Freedom Financial Network
3.5","Tempe, AZ",1001 to 5000 Employees,2002,Company - Private,Lending,Finance,$500 million to $1 billion (USD)
Clinical Laboratory Scientist,$48K - $96K (Glassdoor est.),3.6,"Humboldt County Entities
3.6","Eureka, CA",501 to 1000 Employees,Government,State & Regional Agencies,Government,Unknown / Non-Applicable,-1
Analytical Scientist/Senior Scienist/Principle Scientist,$96K - $136K (Glassdoor est.),-1,Ascendia Pharmaceuticals,"North Brunswick, NJ",-1,-1,-1,-1,-1,-1
Analytical Scientist,$48K - $86K (Glassdoor est.),-1,Flamma USA,"Malvern, PA",-1,-1,-1,-1,-1,-1
Clinical Laboratory Scientist,$45K - $88K (Glassdoor est.),-1,McCall and Lee,"Helena, MT",-1,-1,-1,-1,-1,-1
Data Analyst,$50K - $107K (Glassdoor est.),-1,Alter Management LLC,"Dana Point, CA",-1,-1,-1,-1,-1,-1
Analytical Scientist,$56K - $100K (Glassdoor est.),3.5,"Catalent Pharma Solutions
3.5","Winchester, KY",10000+ Employees,2007,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
Associate Scientist II- Data Review,$57K - $103K (Glassdoor est.),2.8,"Denison Pharmaceuticals
2.8","Lincoln, RI",51 to 200 Employees,Company - Private,Health Care Products Manufacturing,Manufacturing,$50 to $100 million (USD),-1
"Data Scientist, Senior",$85K - $149K (Glassdoor est.),4.2,"Booz Allen Hamilton
4.2","Chantilly, VA",10000+ Employees,1914,Company - Public,Consulting,Business Services,$5 to $10 billion (USD)
Data Scientist,$80K - $151K (Glassdoor est.),3.9,"Leidos
3.9","Washington, DC",10000+ Employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD)
Data Scientist,$52K - $117K (Glassdoor est.),4.4,"Neelands
4.4","Winter Haven, FL",51 to 200 Employees,1958,Company - Private,Wholesale,Business Services,$10 to $25 million (USD)
Data Scientist - Defense & Intelligence,$69K - $120K (Glassdoor est.),4.3,"Elder Research Inc
4.3","Fort Meade, MD",51 to 200 Employees,1995,Company - Private,Consulting,Business Services,$10 to $25 million (USD)
Senior Data Scientist,$88K - $135K (Glassdoor est.),4.0,"The Hartford
4.0","West Hartford, CT",10000+ Employees,1810,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD)
Senior Data Scientist,$90K - $160K (Glassdoor est.),4.2,"BrainWorks
4.2","Chicago, IL",1 to 50 Employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 million (USD)
Data Scientist - Defense & Intelligence,$69K - $120K (Glassdoor est.),4.3,"Elder Research Inc
4.3","Fort Meade, MD",51 to 200 Employees,1995,Company - Private,Consulting,Business Services,$10 to $25 million (USD)
Data Scientist – Reporting and Visualization,$75K - $128K (Glassdoor est.),3.6,"VirginPulse
3.6","Providence, RI",1001 to 5000 Employees,2004,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD)
Data Scientist,$65K - $107K (Glassdoor est.),3.8,"Unum
3.8","Portland, ME",5001 to 10000 Employees,1848,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD)
Data Engineer,$60K - $114K (Glassdoor est.),-1,Sift Healthcare,"Milwaukee, WI",-1,-1,-1,-1,-1,-1
Research Scientist - Metabolic Pathways,$70K - $124K (Glassdoor est.),-1,"Landos Biopharma, Inc.","Blacksburg, VA",-1,-1,-1,-1,-1,-1
Analytics Manager,$52K - $102K (Glassdoor est.),4.3,"Drive Social Media
4.3","Nashville, TN",51 to 200 Employees,2012,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD)
Genomics Scientist,$58K - $105K (Glassdoor est.),3.7,"The Jackson Laboratory
3.7","Farmington, CT",1001 to 5000 Employees,1929,Nonprofit Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD)
Scientist/ Manager – Process Analytics,$82K - $161K (Glassdoor est.),3.1,"Evelo Biosciences
3.1","Cambridge, MA",1 to 50 Employees,Company - Public,Less than $1 million (USD),-1,-1,-1
Sr Data Scientist - Advanced Conversational Techniques,-1,-1,Quiq Inc,Remote,-1,-1,-1,-1,-1,-1
Scientist/Senior Scientist - X-ray Crystallography,$71K - $146K (Glassdoor est.),-1,"Xtal BioStructures, Inc.","Natick, MA",-1,-1,-1,-1,-1,-1
Data Engineer,$74K - $110K (Glassdoor est.),3.2,"Visiting Nurse Association of Central Jersey
3.2","Holmdel, NJ",1001 to 5000 Employees,1912,Nonprofit Organization,Social Assistance,Non-Profit,$50 to $100 million (USD)
Financial Data Analyst,$65K - $79K (Employer est.),3.6,"Uline
3.6","Pleasant Prairie, WI",5001 to 10000 Employees,1980,Company - Private,Industrial Manufacturing,Manufacturing,Unknown / Non-Applicable
"Scientist/Sr. Scientist, Oligonucleotide Synthesis",$86K - $115K (Glassdoor est.),3.5,"LGC Limited
3.5","Petaluma, CA",1001 to 5000 Employees,1842,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
Senior Data Scientist,$98K - $181K (Glassdoor est.),3.3,"RUE GILT GROUPE
3.3","Boston, MA",501 to 1000 Employees,Company - Private,"Department, Clothing, & Shoe Stores",Retail,Unknown / Non-Applicable,-1
Data Scientist,$65K - $113K (Glassdoor est.),3.1,"Olympus Corporation of the Americas
3.1","Westborough, MA",10000+ Employees,1919,Company - Public,Health Care Products Manufacturing,Manufacturing,$10+ billion (USD)
ELISA Scientist,$60K - $116K (Glassdoor est.),3.4,"Eurofins
3.4","San Diego, CA",10000+ Employees,1987,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
Business Intelligence Analysts,$50K - $106K (Glassdoor est.),4.6,"Brasfield & Gorrie, LLC
4.6","Birmingham, AL",1001 to 5000 Employees,1964,Company - Private,Construction,"Construction, Repair & Maintenance",$2 to $5 billion (USD)
Data Analyst - Reporting & Analytics,$45K - $88K (Glassdoor est.),3.6,"Christiana Care Health Systems
3.6","Wilmington, DE",10000+ Employees,1970,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD)
Sr. Big Data Engineer,$81K - $141K (Glassdoor est.),3.5,"GEICO
3.5","Chevy Chase, MD",10000+ Employees,1936,Subsidiary or Business Segment,Insurance Carriers,Insurance,$10+ billion (USD)
Formulation Scientist/Sr. Scientist/Principle Scientist,$76K - $169K (Glassdoor est.),-1,Ascendia Pharmaceuticals,"North Brunswick, NJ",-1,-1,-1,-1,-1,-1
Data Scientist Principal,$65K - $130K (Glassdoor est.),4.0,"JLG Equipment Services Inc
4.0","Hagerstown, MD",1001 to 5000 Employees,1969,Subsidiary or Business Segment,Industrial Manufacturing,Manufacturing,$2 to $5 billion (USD)
Computational Scientist (Associate/Full/Senior),$69K - $129K (Glassdoor est.),3.7,"The Jackson Laboratory
3.7","Farmington, CT",1001 to 5000 Employees,1929,Nonprofit Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD)
Data Integrator/Data Engineer,-1,4.0,"RDR, INC.
4.0","Fort Bragg, NC",51 to 200 Employees,1986,Company - Private,IT Services,Information Technology,$10 to $25 million (USD)
Plasma Scientist,$50K - $93K (Glassdoor est.),3.2,"INFICON, Inc.
3.2","East Syracuse, NY",501 to 1000 Employees,2000,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$100 to $500 million (USD)
Data Scientist (Financial Transactions),$75K - $121K (Glassdoor est.),3.9,"Jack Henry and Associates, Inc.
3.9","Braintree, MA",5001 to 10000 Employees,1976,Company - Public,Banks & Credit Unions,Finance,$1 to $2 billion (USD)
"Assistant, Associate or Full Research Scientist - MED - Lung Biology",-1,4.3,"UC San Diego
4.3",California,10000+ Employees,1960,College / University,Colleges & Universities,Education,Unknown / Non-Applicable
Big Data Engineer,-1,3.5,"Global Payments
3.5","Alpharetta, GA",10000+ Employees,1967,Company - Public,Financial Transaction Processing,Finance,$5 to $10 billion (USD)
Associate Consumer Scientist,$27K - $49K (Glassdoor est.),4.2,"BSH Home Appliances Group
4.2","Caryville, TN",51 to 200 Employees,Company - Public,Unknown / Non-Applicable,-1,-1,-1
Finance & Healthcare Analytics Manager,$57K - $114K (Glassdoor est.),3.8,"Reliant Medical Group, Inc
3.8","Worcester, MA",Unknown,1929,Unknown,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
Financial Data Analyst (South of Milwaukee),$65K - $79K (Employer est.),3.6,"Uline
3.6","Milwaukee, WI",5001 to 10000 Employees,1980,Company - Private,Industrial Manufacturing,Manufacturing,Unknown / Non-Applicable
Data Scientist,$66K - $108K (Glassdoor est.),4.1,"Commerce Bank
4.1","Kansas City, MO",1001 to 5000 Employees,1865,Company - Public,Banks & Credit Unions,Finance,$1 to $2 billion (USD)
Data Scientist,$63K - $111K (Glassdoor est.),3.8,"FIS Global
3.8","Fleming Island, FL",10000+ Employees,1968,Company - Public,Financial Transaction Processing,Finance,$10+ billion (USD)
Data Scientist,$92K - $183K (Glassdoor est.),4.1,"Copper River Shared Services
4.1","Washington, DC",501 to 1000 Employees,2006,Company - Private,Federal Agencies,Government,$100 to $500 million (USD)
Associate Analytical Scientist,$52K - $90K (Glassdoor est.),3.5,"Catalent Pharma Solutions
3.5","Winchester, KY",10000+ Employees,2007,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
Histology Scientist,$53K - $117K (Glassdoor est.),-1,NovoVita Histopath Laboratory,"Boston, MA",-1,-1,-1,-1,-1,-1
Data Analyst,$44K - $84K (Glassdoor est.),3.6,"National Salvage & Service Corporation
3.6","Bloomington, IN",201 to 500 Employees,1980,Company - Private,General Repair & Maintenance,"Construction, Repair & Maintenance",$100 to $500 million (USD)
