Job Title,Salary Estimate,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Scientist - Analytical Method Development (Analytical Chemist),$49K - $99K (Glassdoor est.),1.8,"Lentigen Technology, Inc.
1.8","Gaithersburg, MD",1 to 50 Employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),-1
Business Intelligence Analyst,$67K - $123K (Glassdoor est.),3.1,"PCAOB
3.1","Washington, DC",501 to 1000 Employees,2003,Nonprofit Organization,Accounting,Accounting & Legal,Unknown / Non-Applicable
Data Scientist Senior Technical Specialist,$90K - $168K (Glassdoor est.),3.5,"Perspecta
3.5","Chantilly, VA",10000+ Employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
SAS Data Engineer,$74K - $143K (Glassdoor est.),3.5,"CareJourney
3.5","Arlington, VA",51 to 200 Employees,2015,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
Senior Data Engineer,$91K - $162K (Glassdoor est.),3.5,"CareJourney
3.5","Arlington, VA",51 to 200 Employees,2015,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
Data Analyst,$54K - $109K (Glassdoor est.),3.1,"Common Securitization Solutions
3.1","Bethesda, MD",201 to 500 Employees,2013,Company - Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable
Geospatial Researcher/Data Scientist,$72K - $124K (Glassdoor est.),3.8,"Battelle
3.8","Alexandria, VA",10000+ Employees,1929,Nonprofit Organization,Research & Development,Business Services,$5 to $10 billion (USD)
Data Scientist,$84K - $162K (Glassdoor est.),3.9,"National Security Agency
3.9","Fort Meade, MD",Unknown,Government,Federal Agencies,Government,Unknown / Non-Applicable,-1
Senior Clinical Research Scientist,$65K - $137K (Glassdoor est.),-1,NexImmune,"Gaithersburg, MD",-1,-1,-1,-1,-1,-1
Project Data Analyst I - Administrative / Financial (Secret clearance required),$53K - $105K (Glassdoor est.),3.7,"Akima, LLC
3.7","Fairfax, VA",5001 to 10000 Employees,2003,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD)
Data Scientist,$69K - $130K (Glassdoor est.),-1,Funded.club,"Washington, DC",-1,-1,-1,-1,-1,-1
Data Scientist,$85K - $149K (Glassdoor est.),4.5,"Pivotal Software
4.5","Washington, DC",1001 to 5000 Employees,2013,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Data Scientist,$73K - $139K (Glassdoor est.),4.4,"Applied Information Sciences
4.4","Chevy Chase, MD",501 to 1000 Employees,1982,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
Sr. Business Data Analyst,$68K - $136K (Glassdoor est.),-1,Agiliko,"Washington, DC",-1,-1,-1,-1,-1,-1
Data Scientist,-1,3.6,"steampunk
3.6","McLean, VA",201 to 500 Employees,2003,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
Data Scientist,-1,4.6,"XOR Security
4.6","Washington, DC",1 to 50 Employees,Company - Public,IT Services,Information Technology,$1 to $5 million (USD),-1
Data Scientist,$67K - $125K (Glassdoor est.),3.7,"MetroStar
3.7","Reston, VA",201 to 500 Employees,1999,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
Data Scientist,$72K - $134K (Glassdoor est.),4.4,"Avantus Federal
4.4","McLean, VA",501 to 1000 Employees,2004,Company - Private,Consulting,Business Services,Unknown / Non-Applicable
Data Scientist,-1,5.0,"Core4ce.com
5.0","Washington, DC",201 to 500 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1
Data Scientist,-1,4.4,"Latitude, Inc.
4.4","Alexandria, VA",1 to 50 Employees,Company - Private,Consulting,Business Services,$1 to $5 million (USD),-1
Data Science Consultant,$64K - $145K (Glassdoor est.),3.8,"General Dynamics
3.8","Washington, DC",10000+ Employees,1996,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD)
Data Scientist,$74K - $126K (Glassdoor est.),3.4,"XLA
3.4","Washington, DC",201 to 500 Employees,1989,Private Practice / Firm,Consulting,Business Services,$25 to $50 million (USD)
"Data Scientist, Product Analytics",$97K - $155K (Glassdoor est.),4.3,"Facebook
4.3","Washington, DC",10000+ Employees,2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD)
GD130 Data Center Operations Technical Support Analyst,$42K - $80K (Glassdoor est.),3.9,"ADNET Systems, Inc.
3.9","Greenbelt, MD",201 to 500 Employees,1990,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
Assessment Development Scientist,$50K - $90K (Glassdoor est.),2.6,"American Nurses Association, Inc
2.6","Silver Spring, MD",201 to 500 Employees,Company - Private,Membership Organizations,Business Services,$25 to $50 million (USD),-1
Data Scientist,$65K - $111K (Glassdoor est.),3.8,"Analytica
3.8","Washington, DC",51 to 200 Employees,2009,Company - Private,IT Services,Information Technology,$10 to $25 million (USD)
Data Scientist,$65K - $110K (Glassdoor est.),4.3,"Whitney, Bradley and Brown
4.3","Arlington, VA",501 to 1000 Employees,1981,Company - Private,Consulting,Business Services,$100 to $500 million (USD)
Senior Quantitative Analyst,$85K - $163K (Glassdoor est.),-1,Confidential,"Washington, DC",-1,-1,-1,-1,-1,-1
Data Scientist,$82K - $139K (Glassdoor est.),3.6,"KYM Advisors
3.6","Washington, DC",1 to 50 Employees,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1
Data Scientist,$96K - $152K (Glassdoor est.),4.5,"Tiger Analytics
4.5","Arlington, VA",501 to 1000 Employees,2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD)
Senior Data Engineer WaPo360,$94K - $153K (Glassdoor est.),4.5,"The Washington Post
4.5","Washington, DC",1001 to 5000 Employees,1877,Company - Private,Publishing,Media,Unknown / Non-Applicable
Data Scientist,$83K - $105K (Glassdoor est.),5.0,"ELEVI Associates
5.0","Annapolis Junction, MD",1 to 50 Employees,2002,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD)
Data Scientist,$71K - $128K (Glassdoor est.),5.0,"Reports and Requirements Company, LLC
5.0","Washington, DC",51 to 200 Employees,2008,Company - Private,Federal Agencies,Government,Unknown / Non-Applicable
Data Scientist,$83K - $144K (Glassdoor est.),3.9,"ERPI
3.9","Arlington, VA",51 to 200 Employees,,,Consulting,Business Services,Unknown / Non-Applicable
Data Scientist,$77K - $140K (Glassdoor est.),3.6,"NORC at the University of Chicago
3.6","Bethesda, MD",1001 to 5000 Employees,1941,Nonprofit Organization,Research & Development,Business Services,$100 to $500 million (USD)
Data Scientist,$73K - $119K (Glassdoor est.),4.2,"Artlin Consulting
4.2","Arlington, VA",51 to 200 Employees,2011,Company - Private,Federal Agencies,Government,Unknown / Non-Applicable
Data Scientist,$68K - $114K (Glassdoor est.),3.9,"Grant Thornton
3.9","Arlington, VA",5001 to 10000 Employees,1924,Company - Private,Accounting,Accounting & Legal,$1 to $2 billion (USD)
Data Scientist,$98K - $160K (Glassdoor est.),3.8,"Central Intelligence Agency
3.8","Washington, DC",Unknown,1947,Government,Federal Agencies,Government,Unknown / Non-Applicable
Research Scientist,$79K - $201K (Glassdoor est.),3.4,"Metron, Inc.
3.4","Reston, VA",201 to 500 Employees,1982,Company - Private,Research & Development,Business Services,$50 to $100 million (USD)
Data Engineer-Senior,$93K - $162K (Glassdoor est.),3.5,"Perspecta
3.5","Washington, DC",10000+ Employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
Data Scientist,$73K - $117K (Glassdoor est.),4.2,"Varen Technologies
4.2","Annapolis Junction, MD",51 to 200 Employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD)
Data Scientist,$73K - $123K (Glassdoor est.),3.5,"Buchanan & Edwards
3.5","Washington, DC",201 to 500 Employees,1998,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
Data Scientist,$81K - $144K (Glassdoor est.),4.1,"LOCKHEED MARTIN CORPORATION
4.1","Herndon, VA",10000+ Employees,1995,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD)
Data Scientist,-1,5.0,"K2 Group, Inc.
5.0","Washington, DC",1 to 50 Employees,2004,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $5 million (USD)
Data Scientist,$91K - $146K (Glassdoor est.),4.1,"Thomson Reuters
4.1","McLean, VA",10000+ Employees,2008,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD)
Data Scientist,$70K - $126K (Glassdoor est.),4.3,"University of Maryland
4.3","College Park, MD",10000+ Employees,1856,College / University,Colleges & Universities,Education,$2 to $5 billion (USD)
Data Science Engineer,$67K - $118K (Glassdoor est.),3.8,"General Dynamics
3.8","Washington, DC",10000+ Employees,1996,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD)
Data Scientist,$66K - $125K (Glassdoor est.),4.6,"Novetta
4.6","Fairfax, VA",501 to 1000 Employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
"Data Scientist, Analytics - Ads Delivery Product",$110K - $146K (Glassdoor est.),4.3,"Facebook
4.3","Washington, DC",10000+ Employees,2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD)
"Data Scientist, Supply Chain",$66K - $132K (Glassdoor est.),4.3,"Coupa
4.3","Washington, DC",1001 to 5000 Employees,2006,Company - Public,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
Data Scientist,$77K - $129K (Glassdoor est.),4.5,"Kingfisher Systems
4.5","Falls Church, VA",51 to 200 Employees,2005,Company - Private,Federal Agencies,Government,$25 to $50 million (USD)
Data Scientist,$70K - $123K (Glassdoor est.),3.7,"QVine Corporation
3.7","Washington, DC",51 to 200 Employees,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1
Data Scientist,$122K - $127K (Glassdoor est.),4.0,"Swain Techs
4.0","Bethesda, MD",1 to 50 Employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $10 million (USD),-1
Data Scientist,-1,3.9,"Mackin
3.9","Washington, DC",51 to 200 Employees,2014,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
Data Scientist,$62K - $105K (Glassdoor est.),3.6,"ICF
3.6","Washington, DC",5001 to 10000 Employees,1969,Company - Public,Consulting,Business Services,$1 to $2 billion (USD)
Medical Laboratory Scientist Medical Technologist 2,$48K - $77K (Glassdoor est.),3.8,"Inova Health System
3.8","Fairfax, VA",10000+ Employees,1956,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD)
Data Scientist,$72K - $131K (Glassdoor est.),4.4,"E-Logic, Inc.
4.4","Washington, DC",1 to 50 Employees,2007,Company - Private,IT Services,Information Technology,$5 to $10 million (USD)
Data Scientist,$76K - $126K (Glassdoor est.),3.6,"Vanda Pharmaceuticals
3.6","Washington, DC",201 to 500 Employees,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD)
Data Scientist,$84K - $144K (Glassdoor est.),3.8,"Amazon Web Services, Inc.
3.8","Arlington, VA",10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Data Scientist,$58K - $79K (Glassdoor est.),3.9,"VTG
3.9","Alexandria, VA",1001 to 5000 Employees,1966,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD)
Data Scientist,$71K - $139K (Glassdoor est.),-1,FAAZ Consulting,"Arlington, VA",-1,-1,-1,-1,-1,-1
Senior Data Engineer,$94K - $153K (Glassdoor est.),4.5,"The Washington Post
4.5","Washington, DC",1001 to 5000 Employees,1877,Company - Private,Publishing,Media,Unknown / Non-Applicable
Senior Scientist,$83K - $176K (Glassdoor est.),-1,HeMemics Biotech,"Gaithersburg, MD",-1,-1,-1,-1,-1,-1
Data Center Construction Project Manager / Leader - Mission Critical (Arlington),$73K - $154K (Glassdoor est.),4.0,"Burns & McDonnell
4.0","Arlington, VA",5001 to 10000 Employees,1898,Company - Private,Architectural & Engineering Services,Business Services,$2 to $5 billion (USD)
Data Scientist,$71K - $141K (Glassdoor est.),-1,iCatalyst,"Tysons Corner, VA",51 to 200 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1
Research Data Scientist,$96K - $154K (Glassdoor est.),4.3,"Facebook
4.3","Washington, DC",10000+ Employees,2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD)
Data Scientist,$64K - $115K (Glassdoor est.),4.4,"Barbaricum
4.4","McLean, VA",51 to 200 Employees,2008,Company - Private,Consulting,Business Services,$10 to $25 million (USD)
Data Scientist,$81K - $145K (Glassdoor est.),3.9,"T. White Parker Associates, Inc.
3.9","Washington, DC",1 to 50 Employees,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1
Data Scientist,$80K - $155K (Glassdoor est.),4.2,"Slalom LLC.
4.2","Washington, DC",5001 to 10000 Employees,2001,Company - Private,Consulting,Business Services,$2 to $5 billion (USD)
Data Science Support Analyst (Senior),$95K - $162K (Glassdoor est.),3.9,"BAE Systems
3.9","McLean, VA",10000+ Employees,1999,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD)
Data Scientist,$81K - $143K (Glassdoor est.),4.2,"Council for Affordable Quality Healthcare
4.2","Washington, DC",51 to 200 Employees,2000,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD)
Data Scientist,-1,4.5,"Quick Services LLC
4.5","Springfield, VA",51 to 200 Employees,2003,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD)
Data Scientist,-1,-1,StaffDrafts,"Washington, DC",-1,-1,-1,-1,-1,-1
Data Scientist,$66K - $128K (Glassdoor est.),-1,Hamdan Resources,"Reston, VA",-1,-1,-1,-1,-1,-1
Data Scientist,$89K - $163K (Glassdoor est.),3.2,"CENTRA Technology
3.2","Washington, DC",201 to 500 Employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1
Data Scientist,$88K - $145K (Glassdoor est.),3.8,"McGuireWoods LLP
3.8","Washington, DC",1001 to 5000 Employees,1952,Company - Private,Legal,Accounting & Legal,$100 to $500 million (USD)
Data Scientist,$83K - $143K (Glassdoor est.),4.9,"Thompson Gray Inc.
4.9","Arlington, VA",51 to 200 Employees,2008,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD)
Data Modeler,$69K - $156K (Glassdoor est.),3.5,"Perspecta
3.5","Chantilly, VA",10000+ Employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
Data Scientist,$75K - $154K (Glassdoor est.),3.3,"Amida Technology Solutions
3.3","Washington, DC",1 to 50 Employees,2013,Company - Private,IT Services,Information Technology,$5 to $10 million (USD)
Senior SAS Data Engineer,$91K - $162K (Glassdoor est.),3.5,"CareJourney
3.5","Arlington, VA",51 to 200 Employees,2015,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
Data Scientist-Prime Contract,$97K - $160K (Glassdoor est.),4.5,"Red Arch Solutions
4.5","Chantilly, VA",51 to 200 Employees,2004,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD)
Data Scientist,$79K - $138K (Glassdoor est.),-1,Visual Connections,"Chevy Chase, MD",1 to 50 Employees,2013,Company - Public,Talent & Modeling Agencies,"Arts, Entertainment & Recreation",$5 to $10 million (USD)
Data Scientist- J8 WAD,$68K - $133K (Glassdoor est.),4.4,"Group W
4.4","Vienna, VA",51 to 200 Employees,Company - Private,Research & Development,Business Services,$5 to $10 million (USD),-1
Data Scientist,-1,4.5,"Piper Companies
4.5","Washington, DC",201 to 500 Employees,2011,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
Data Scientist,$70K - $140K (Glassdoor est.),-1,Delaware Nation Industries,"Washington, DC",-1,-1,-1,-1,-1,-1
Data Scientist,-1,-1,KLM Careers,"Washington, DC",-1,-1,-1,-1,-1,-1
Data Scientist,$77K - $148K (Glassdoor est.),3.8,"SRI International
3.8","Arlington, VA",1001 to 5000 Employees,1946,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD)
Data Scientist,$71K - $124K (Glassdoor est.),-1,Bridges Consulting,"Fort Meade, MD",-1,-1,-1,-1,-1,-1
Data Scientist,$68K - $131K (Glassdoor est.),5.0,"Tripoint Solutions
5.0","Alexandria, VA",1 to 50 Employees,2013,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
Data Scientist,$84K - $162K (Glassdoor est.),3.8,"General Dynamics Information Technology
3.8","Springfield, VA",10000+ Employees,1996,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD)
Data Engineer-Journeyman,$60K - $133K (Glassdoor est.),3.5,"Perspecta
3.5","Washington, DC",10000+ Employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
Data Scientist,$70K - $122K (Glassdoor est.),4.0,"Synectics for Management Decisions Inc
4.0","Washington, DC",51 to 200 Employees,1969,Company - Private,IT Services,Information Technology,$25 to $50 million (USD)
Data Scientist,$92K - $147K (Glassdoor est.),-1,"TACG, LLC","Washington, DC",-1,-1,-1,-1,-1,-1
Data Scientist,$80K - $121K (Glassdoor est.),3.2,"Kapitus
3.2","Arlington, VA",201 to 500 Employees,Self-employed,Unknown / Non-Applicable,-1,-1,-1
Data Scientist (M&I),$61K - $102K (Glassdoor est.),3.9,"Grant Thornton
3.9","Arlington, VA",5001 to 10000 Employees,1924,Company - Private,Accounting,Accounting & Legal,$1 to $2 billion (USD)
Data Scientist,$69K - $118K (Glassdoor est.),5.0,"2HB Incorporated
5.0","McLean, VA",1 to 50 Employees,1994,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD)
Data Scientist,$105K - $130K (Glassdoor est.),4.9,"GetUpside
4.9","Washington, DC",51 to 200 Employees,2016,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Data Scientist,$75K - $144K (Glassdoor est.),4.5,"Azimuth Corporation
4.5","Washington, DC",51 to 200 Employees,2001,Company - Private,Federal Agencies,Government,$5 to $10 million (USD)
HR Data Analyst,$57K - $100K (Glassdoor est.),4.3,"Noblis
4.3","Reston, VA",1001 to 5000 Employees,1996,Nonprofit Organization,Consulting,Business Services,$100 to $500 million (USD)
Data Scientist,$77K - $162K (Glassdoor est.),4.3,"Aptive
4.3","Falls Church, VA",51 to 200 Employees,2012,Company - Private,Consulting,Business Services,$25 to $50 million (USD)
Data Scientist,$95K - $113K (Glassdoor est.),3.3,"SOSi
3.3","Fort Meade, MD",501 to 1000 Employees,1989,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD)
Data Scientist,-1,4.8,"BrainTrust Holdings
4.8","Annapolis Junction, MD",51 to 200 Employees,2008,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD)
"Data Scientist, Monetization",-1,3.7,"The Knot Worldwide
3.7","Washington, DC",1001 to 5000 Employees,2019,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Data Science Support Analyst (Journeyman),$64K - $134K (Glassdoor est.),3.9,"BAE Systems
3.9","McLean, VA",10000+ Employees,1999,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD)
Data Scientist,$71K - $133K (Glassdoor est.),4.0,"Peraton
4.0","McLean, VA",5001 to 10000 Employees,2017,Company - Private,IT Services,Information Technology,$2 to $5 billion (USD)
ES194 Earth Science Data Support,$43K - $90K (Glassdoor est.),3.9,"ADNET Systems, Inc.
3.9","Lanham, MD",201 to 500 Employees,1990,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
