Job Title,Salary Estimate,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Master Data Analyst I,$30K - $56K (Glassdoor est.),3.5,"Park Place Technologies
3.5","Mayfield Heights, Cuyahoga, OH",1001 to 5000 Employees,1991,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
Data Analyst - Clearance Required,$41K - $72K (Glassdoor est.),4.1,"Logistics Management Institute
4.1","Dayton, OH",1001 to 5000 Employees,1961,Company - Private,Consulting,Business Services,$100 to $500 million (USD)
"Senior Analyst, Data Science",-1,-1,"Rainmaker Resources, LLC","Cincinnati, OH",-1,-1,-1,-1,-1,-1
Business Strategy Optimization Analyst (Quantitative Analyst),$57K - $100K (Glassdoor est.),3.8,"Fifth Third Bank
3.8","Cincinnati, OH",10000+ Employees,1989,Company - Public,Investment Banking & Asset Management,Finance,$5 to $10 billion (USD)
Lead Data Scientist,$65K - $125K (Glassdoor est.),4.1,"Ascendum
4.1","Cincinnati, OH",201 to 500 Employees,1985,Subsidiary or Business Segment,Industrial Manufacturing,Manufacturing,Unknown / Non-Applicable
Statistical Modeling & Forecasting Scientist,$52K - $102K (Glassdoor est.),4.1,"Nestle USA
4.1","Solon, OH",10000+ Employees,1866,Subsidiary or Business Segment,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD)
Senior Computer Scientist/ Computational Bioloigist,-1,-1,Trailhead Biosystems Inc.,Ohio,-1,-1,-1,-1,-1,-1
Research Scientist 1 (Bioanalytical Chemistry),$46K - $90K (Glassdoor est.),3.5,"Charles River Laboratories
3.5","Ashland, OH",10000+ Employees,1947,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
"Senior Manager, Data Scientist - Pediatric Nutrition - Columbus, OH",$93K - $155K (Glassdoor est.),3.9,"Abbott Laboratories
3.9","Columbus, OH",10000+ Employees,1888,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD)
Supply Chain Data Scientist Manager,$92K - $169K (Glassdoor est.),4.0,"Accenture
4.0","Columbus, OH",10000+ Employees,1989,Company - Public,Consulting,Business Services,$10+ billion (USD)
Data Analyst,$49K - $92K (Glassdoor est.),3.7,"Vorys, Sater, Seymour and Pease LLP.
3.7","Cincinnati, OH",501 to 1000 Employees,1909,Company - Private,Legal,Accounting & Legal,Unknown / Non-Applicable
Data Engineer I,$61K - $102K (Glassdoor est.),4.2,"Procter & Gamble
4.2","West Chester, OH",10000+ Employees,1837,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD)
Business Intelligence Analyst - 518407,$57K - $100K (Glassdoor est.),4.8,"Revel IT
4.8","Columbus, OH",201 to 500 Employees,1997,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
Data Analyst,$47K - $85K (Glassdoor est.),3.6,"Luxottica Group
3.6","Mason, OH",10000+ Employees,1961,Company - Private,Consumer Products Manufacturing,Manufacturing,$5 to $10 billion (USD)
Associate Engineer/Scientist,$53K - $95K (Glassdoor est.),4.0,"OWENS CORNING
4.0","Tallmadge, OH",10000+ Employees,1938,Company - Public,Miscellaneous Manufacturing,Manufacturing,$5 to $10 billion (USD)
Data Modeler/Engineer,$56K - $111K (Glassdoor est.),4.0,"JPMorgan Chase Bank, N.A.
4.0","Columbus, OH",10000+ Employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
Data Analyst,$44K - $85K (Glassdoor est.),5.0,"auticon
5.0","Columbus, OH",201 to 500 Employees,2011,Unknown,IT Services,Information Technology,Less than $1 million (USD)
"Senior Research Scientist, Neurotechnology",$123K - $150K (Glassdoor est.),3.8,"Battelle
3.8","Columbus, OH",10000+ Employees,1929,Nonprofit Organization,Research & Development,Business Services,$5 to $10 billion (USD)
Data Analyst,$43K - $83K (Glassdoor est.),-1,MBCC Group,"Beachwood, OH",-1,-1,-1,-1,-1,-1
Data Analyst,$57K - $81K (Glassdoor est.),3.5,"HORAN
3.5","Cincinnati, OH",51 to 200 Employees,Company - Private,"Health, Beauty, & Fitness",Consumer Services,Unknown / Non-Applicable,-1
Data Analyst,$45K - $82K (Glassdoor est.),3.5,"Bon Secours Mercy Health
3.5","Cincinnati, OH",10000+ Employees,2018,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD)
Data Engineer,$57K - $108K (Glassdoor est.),4.2,"Booz Allen Hamilton
4.2","Beavercreek, OH",10000+ Employees,1914,Company - Public,Consulting,Business Services,$5 to $10 billion (USD)
Data Modeler/Engineer,$50K - $101K (Glassdoor est.),-1,"JPMorgan Chase Bank, N.A.","Columbus, OH",-1,-1,-1,-1,-1,-1
Data Analyst,$42K - $84K (Glassdoor est.),3.2,"OhioGuidestone
3.2","Berea, OH",1001 to 5000 Employees,1864,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD)
"Senior Program & Engagement Officer, Data Science & Next-generation Metadata",$84K - $131K (Glassdoor est.),4.0,"OCLC, Inc.
4.0","Dublin, OH",1001 to 5000 Employees,1967,Nonprofit Organization,IT Services,Information Technology,$100 to $500 million (USD)
Data Analyst,$41K - $84K (Glassdoor est.),4.1,"Numerator
4.1","Cleveland, OH",1001 to 5000 Employees,2004,Company - Private,Internet,Information Technology,$100 to $500 million (USD)
Senior Data Analyst (Remote),-1,4.6,"Automox
4.6","Columbus, OH",51 to 200 Employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Manager (Software Engineer II),$57K - $94K (Glassdoor est.),3.8,"Battelle
3.8","Columbus, OH",10000+ Employees,1929,Nonprofit Organization,Research & Development,Business Services,$5 to $10 billion (USD)
Data Scientist / Data Engineer,$63K - $115K (Glassdoor est.),3.7,"University Hospitals
3.7","Shaker Heights, Cuyahoga, OH",10000+ Employees,1863,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD)
Customer Data Analyst,$38K - $76K (Glassdoor est.),4.3,"Coupa
4.3","Cincinnati, OH",1001 to 5000 Employees,2006,Company - Public,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
Lead Data Analytics Consultant – Human Capital,$69K - $118K (Glassdoor est.),3.8,"Fifth Third Bank
3.8","Cincinnati, OH",10000+ Employees,1989,Company - Public,Investment Banking & Asset Management,Finance,$5 to $10 billion (USD)
Sr. Data Analyst,$61K - $109K (Glassdoor est.),4.4,"CoverMyMeds
4.4","Columbus, OH",1001 to 5000 Employees,2008,Subsidiary or Business Segment,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
Business Analytics Consultant(Healthcare),$45K - $115K (Glassdoor est.),3.9,"Gables Search Group
3.9","Coshocton, OH",1 to 50 Employees,2001,Company - Private,Building & Personnel Services,Business Services,$1 to $5 million (USD)
"Data Analyst | Columbus, OH | No C2C",-1,3.6,"Vaco
3.6","Columbus, OH",1001 to 5000 Employees,2002,Company - Private,Consulting,Business Services,$500 million to $1 billion (USD)
Data Analyst,$42K - $86K (Glassdoor est.),3.4,"Sutton Bank
3.4","Attica, OH",51 to 200 Employees,Company - Private,Banks & Credit Unions,Finance,$10 to $25 million (USD),-1
Genomics Scientist (Biologist II),$40K - $90K (Glassdoor est.),3.8,"Battelle
3.8","Columbus, OH",10000+ Employees,1929,Nonprofit Organization,Research & Development,Business Services,$5 to $10 billion (USD)
Data Analyst,$44K - $79K (Glassdoor est.),4.2,"Miami University
4.2","Oxford, OH",1001 to 5000 Employees,1809,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD)
Senior Associate Data Science and Analytics - Machine Learning Engineer,$72K - $116K (Glassdoor est.),3.8,"Publicis Sapient
3.8","Toronto, OH",10000+ Employees,1990,Company - Public,Consulting,Business Services,Unknown / Non-Applicable
Quality Data Analyst,-1,3.6,"Adecco
3.6","Cincinnati, OH",10000+ Employees,1996,Company - Public,Staffing & Outsourcing,Business Services,$10+ billion (USD)
Data Modeler,$53K - $98K (Glassdoor est.),3.2,"CAS
3.2","Columbus, OH",1001 to 5000 Employees,1907,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
Workday Data Consultant,$49K - $104K (Glassdoor est.),4.0,"Accenture
4.0","Columbus, OH",10000+ Employees,1989,Company - Public,Consulting,Business Services,$10+ billion (USD)
Data Analyst,$42K - $87K (Glassdoor est.),-1,RJ Matthews Company,"Massillon, OH",-1,-1,-1,-1,-1,-1
Quantitative Analyst,$59K - $100K (Glassdoor est.),3.4,"Federal Reserve Bank of Cleveland
3.4","Cleveland, OH",1001 to 5000 Employees,1913,Company - Private,Banks & Credit Unions,Finance,$100 to $500 million (USD)
Associate- Data Engineer,$51K - $110K (Glassdoor est.),3.9,"KPMG
3.9","Cleveland, OH",10000+ Employees,1987,Company - Private,Consulting,Business Services,$1 to $2 billion (USD)
Data Analyst,$33K - $58K (Glassdoor est.),3.2,"Central Business Solutions, Inc
3.2","Columbus, OH",51 to 200 Employees,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1
Data Analyst,$38K - $62K (Glassdoor est.),-1,Radha Beauty,"Aurora, OH",-1,-1,-1,-1,-1,-1
"Specialist, Data Science",$49K - $87K (Glassdoor est.),3.8,"Nationwide
3.8","Columbus, OH",10000+ Employees,1925,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD)
Data Engineer,-1,3.1,"Aclara
3.1","Solon, OH",501 to 1000 Employees,1995,Company - Public,Energy,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable
Business Analytics Consultant(Healthcare),-1,5.0,"Cameron Craig Group
5.0","Coshocton, OH",1 to 50 Employees,2002,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD)
Technical Data Analyst,-1,2.2,"Tsunami Tsolutions
2.2",Ohio,1 to 50 Employees,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,-1
GCP Data Architect,$87K - $161K (Glassdoor est.),4.0,"Accenture
4.0","Columbus, OH",10000+ Employees,1989,Company - Public,Consulting,Business Services,$10+ billion (USD)
Salesforce Data Analyst,$49K - $96K (Glassdoor est.),3.9,"KeyBank
3.9","Brooklyn, OH",10000+ Employees,1849,Company - Public,Banks & Credit Unions,Finance,$5 to $10 billion (USD)
Data & ML Engineer - Nationwide Opportunities,$86K - $143K (Glassdoor est.),3.8,"Amazon Web Services, Inc.
3.8","Cincinnati, OH",10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Quantitative Analyst,$65K - $89K (Glassdoor est.),-1,"Rainmaker Resources, LLC","Cincinnati, OH",-1,-1,-1,-1,-1,-1
Data Analyst,$38K - $69K (Glassdoor est.),3.8,"ForTec Medical
3.8","Hudson, OH",201 to 500 Employees,1988,Company - Private,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD)
Research Scientist 1,$50K - $65K (Glassdoor est.),3.5,"Charles River Laboratories
3.5","Cleveland, OH",10000+ Employees,1947,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
Supply Chain/Data Analyst,-1,3.2,"Central Business Solutions, Inc
3.2","Columbus, OH",51 to 200 Employees,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1
Digital Analytics Consultant,$60K - $113K (Glassdoor est.),3.7,"Cardinal Health
3.7","Dublin, OH",10000+ Employees,1971,Company - Public,Wholesale,Business Services,$10+ billion (USD)
Jr. Data Analyst,$54K - $91K (Glassdoor est.),3.8,"Genpact IT
3.8","Cincinnati, OH",10000+ Employees,1997,Company - Public,IT Services,Information Technology,$2 to $5 billion (USD)
Marketing Data Analyst,$42K - $78K (Glassdoor est.),3.6,"ATS Automation Tooling Systems Inc.
3.6","Lewis Center, OH",1001 to 5000 Employees,1978,Company - Public,Industrial Manufacturing,Manufacturing,$500 million to $1 billion (USD)
Data Analyst,$51K - $80K (Glassdoor est.),-1,The Paragon Group,"Columbus, OH",-1,-1,-1,-1,-1,-1
Bioinformatics Scientist - RI Cardio Garg,$74K - $86K (Glassdoor est.),3.9,"Nationwide Children's Hospital
3.9","Columbus, OH",10000+ Employees,1892,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD)
"Data Analyst, Partnership Insights",$39K - $74K (Glassdoor est.),4.0,"Cleveland Browns
4.0","Berea, OH",51 to 200 Employees,1998,Company - Private,Sports & Recreation,"Arts, Entertainment & Recreation",$10 to $25 million (USD)
Data Engineer (Remote),-1,4.6,"Automox
4.6","Columbus, OH",51 to 200 Employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
"Data Analyst, Senior (NJUS)",$70K - $115K (Glassdoor est.),4.1,"NetJets Services, Inc.
4.1","Columbus, OH",5001 to 10000 Employees,1964,Subsidiary or Business Segment,Charter Air Travel,Travel & Tourism,$2 to $5 billion (USD)
Data Analyst,$44K - $91K (Glassdoor est.),-1,Technology Group International,"Toledo, OH",-1,-1,-1,-1,-1,-1
Data Analyst- UC Medical Center- Nursing Operations,$41K - $50K (Glassdoor est.),3.9,"UC Health
3.9","Cincinnati, OH",5001 to 10000 Employees,Hospital,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),-1
Laboratory Data Analyst,$35K - $63K (Glassdoor est.),3.8,"Akron Children's Hospital
3.8","Akron, OH",5001 to 10000 Employees,1890,Hospital,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD)
Data Analyst,$47K - $89K (Glassdoor est.),4.4,"Trimble
4.4","Dayton, OH",201 to 500 Employees,1979,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
"Consultant, Analytic Scientist (Model Steward)",$57K - $111K (Glassdoor est.),3.8,"Nationwide
3.8","Columbus, OH",10000+ Employees,1925,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD)
Manufacturing Data Analyst (Entry level),$34K - $71K (Glassdoor est.),3.3,"General Dynamics Land Systems
3.3","Lima, OH",5001 to 10000 Employees,1982,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD)
Data Modeler,$53K - $119K (Glassdoor est.),4.0,"Accenture
4.0","Columbus, OH",10000+ Employees,1989,Company - Public,Consulting,Business Services,$10+ billion (USD)
Manufacturing Data Analyst (Entry level),$34K - $71K (Glassdoor est.),3.3,"General Dynamics Land Systems
3.3","Lima, OH",5001 to 10000 Employees,1982,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD)
Data Modeler,$53K - $119K (Glassdoor est.),4.0,"Accenture
4.0","Columbus, OH",10000+ Employees,1989,Company - Public,Consulting,Business Services,$10+ billion (USD)
Continuous Improvement Data Analyst,-1,4.0,"Morgan Stanley
4.0","Columbus, OH",10000+ Employees,1935,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
Data Analyst (SAS & SQL Required),$47K - $95K (Glassdoor est.),3.7,"Axcess Financial
3.7","Cincinnati, OH",1001 to 5000 Employees,2008,Company - Private,Lending,Finance,$1 to $2 billion (USD)
Senior Data & Engineering Lead,$71K - $139K (Glassdoor est.),3.6,"Pearson
3.6","Columbus, OH",10000+ Employees,1844,Company - Public,Publishing,Media,$5 to $10 billion (USD)
Analyst - Data Analyst Reporting,$51K - $93K (Glassdoor est.),3.6,"AmerisourceBergen
3.6","West Chester, OH",10000+ Employees,2001,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Data Engineer I,$58K - $102K (Glassdoor est.),4.0,"MediQuant LLC
4.0","Brecksville, OH",51 to 200 Employees,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD)
Data Engineer,$62K - $116K (Glassdoor est.),3.8,"JPMorgan Chase Bank, N.A.
3.8","Westerville, OH",10000+ Employees,1799,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$10+ billion (USD)
Data Analyst,$51K - $101K (Glassdoor est.),3.6,"AmerisourceBergen
3.6","Lockbourne, OH",10000+ Employees,2001,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Computer Scientist,$46K - $82K (Glassdoor est.),4.2,"U.S. Air Force
4.2","Wright Patterson AFB, OH",10000+ Employees,1947,Government,Federal Agencies,Government,$10+ billion (USD)
Data Scientist Product Manager,$70K - $130K (Glassdoor est.),3.8,"DataRobot
3.8","Columbus, OH",1001 to 5000 Employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Senior Machine Learning Scientist,$68K - $130K (Glassdoor est.),-1,Par Government Systems Corporation,"Dayton, OH",-1,-1,-1,-1,-1,-1
Data Engineer (DE),$52K - $101K (Glassdoor est.),4.6,"Patriot Software
4.6","Canton, OH",51 to 200 Employees,2002,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Research & Data Analyst,$39K - $68K (Glassdoor est.),4.1,"Case Western Reserve University
4.1","Cleveland, OH",5001 to 10000 Employees,1967,College / University,Colleges & Universities,Education,$1 to $2 billion (USD)
Data Analyst (Kronos) - Ohio Location Only,$42K - $79K (Glassdoor est.),3.9,"Cleveland Clinic
3.9","Independence, OH",10000+ Employees,1921,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD)
SQL Data Analyst,$57K - $104K (Glassdoor est.),4.0,"Tyler Technologies, Inc.
4.0","Dayton, OH",5001 to 10000 Employees,1966,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD)
Data Analyst Mid or Senior,$61K - $96K (Glassdoor est.),4.0,"Progressive
4.0","Mayfield Heights, Cuyahoga, OH",10000+ Employees,1937,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD)
Research Analytics Consultant,$44K - $90K (Glassdoor est.),4.3,"The Ohio State University
4.3","Columbus, OH",10000+ Employees,1870,College / University,Colleges & Universities,Education,$5 to $10 billion (USD)
Claims - Data Analyst,$47K - $83K (Glassdoor est.),4.0,"The Cincinnati Insurance Companies
4.0","Fairfield, OH",1001 to 5000 Employees,1968,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD)
R&D Data Science PhD,$78K - $120K (Glassdoor est.),4.2,"Procter & Gamble
4.2","Mason, OH",10000+ Employees,1837,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD)
Junior Data Engineer,$57K - $77K (Glassdoor est.),4.2,"Onix Networking Corp
4.2","Lakewood, OH",201 to 500 Employees,1992,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $10 million (USD)
Data Science Consultant - Supply Chain,$71K - $132K (Glassdoor est.),4.0,"Accenture
4.0","Cincinnati, OH",10000+ Employees,1989,Company - Public,Consulting,Business Services,$10+ billion (USD)
Data Engineer - Remote,$60K - $120K (Glassdoor est.),3.9,"CCS IT
3.9","Dublin, OH",1 to 50 Employees,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1
Systems Support-Data Analyst,$43K - $94K (Glassdoor est.),3.9,"Continental AG
3.9","Saint Marys, OH",10000+ Employees,1871,Company - Public,Miscellaneous Manufacturing,Manufacturing,$10+ billion (USD)
Data Engineer Associate,$53K - $91K (Glassdoor est.),4.0,"Progressive
4.0","Mayfield, OH",10000+ Employees,1937,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD)
"Global Business Intelligence Analyst, Supply Chain & Operations",$54K - $104K (Glassdoor est.),3.9,"Avery Dennison
3.9","Mentor, OH",10000+ Employees,1935,Company - Public,Miscellaneous Manufacturing,Manufacturing,$5 to $10 billion (USD)
BI Data Analyst,$49K - $88K (Glassdoor est.),2.9,"Precision Castparts Corp.
2.9","Warrensville Heights, OH",10000+ Employees,1953,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD)
