Job Title,Salary Estimate,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Scientist 1,$99K - $173K (Glassdoor est.),3.7,"Oracle
3.7","Cambridge, MA",10000+ Employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
Data Analyst,-1,3.5,"Kelly
3.5","Devens, MA",5001 to 10000 Employees,1946,Company - Public,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD)
Image Data Scientist,$74K - $127K (Glassdoor est.),3.6,"PureTech Health
3.6","Boston, MA",51 to 200 Employees,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD)
Bioinformatics Data Scientist,-1,4.2,"Greenlight Biosciences
4.2","Medford, MA",201 to 500 Employees,2008,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Less than $1 million (USD)
Scientist I/II,$72K - $130K (Glassdoor est.),4.1,"Bristol Myers Squibb
4.1","Devens, MA",10000+ Employees,1858,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Data Scientist | MA - Boston,-1,-1,HopHR,"Boston, MA",-1,-1,-1,-1,-1,-1
Statistician II / Data Scientist,$78K - $125K (Glassdoor est.),3.1,"MAPFRE
3.1","Webster, MA",1001 to 5000 Employees,1972,Subsidiary or Business Segment,Insurance Carriers,Insurance,$1 to $2 billion (USD)
NGS Data Scientist II,$79K - $144K (Glassdoor est.),3.5,"Sarepta Therapeutics
3.5","Cambridge, MA",51 to 200 Employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$5 to $10 million (USD),-1
Senior Data Scientist - Digital Health,$89K - $148K (Glassdoor est.),4.2,"AstraZeneca
4.2","Waltham, MA",10000+ Employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Senior Data Scientist - Drug Discovery,-1,4.8,"Jobot
4.8","Cambridge, MA",51 to 200 Employees,2018,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
"Deep Learning, Sensor Data Fusion Intern",-1,3.7,"Signify
3.7","Cambridge, MA",10000+ Employees,1891,Company - Public,Consumer Products Manufacturing,Manufacturing,$5 to $10 billion (USD)
Data Scientist/Engineer,$80K - $128K (Glassdoor est.),3.9,"EMD SERONO
3.9","Rockland, MA",Unknown,Company - Public,Unknown / Non-Applicable,-1,-1,-1
Junior Data Scientist,-1,-1,PIÑATA SCIENCES,"Boston, MA",-1,-1,-1,-1,-1,-1
"Technical Associate I/Data Scientist, Fraenkel Lab",$61K - $107K (Glassdoor est.),4.5,"MIT
4.5","Cambridge, MA",10000+ Employees,1861,College / University,Colleges & Universities,Education,$2 to $5 billion (USD)
Senior Data Scientist - Travel & Tourism,$81K - $163K (Glassdoor est.),3.6,"Michael Page
3.6","Boston, MA",201 to 500 Employees,Company - Private,Security Services,Business Services,Unknown / Non-Applicable,-1
Data Science Analyst,$68K - $123K (Glassdoor est.),3.8,"Thermo Fisher Scientific
3.8","Boston, MA",10000+ Employees,1902,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Data Science - Intern,-1,3.9,"Intralinks
3.9","Waltham, MA",501 to 1000 Employees,1996,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Early Career Data Scientist,$56K - $109K (Glassdoor est.),2.8,"Workforce Opportunity Services
2.8","Boston, MA",51 to 200 Employees,Nonprofit Organization,Education Training Services,Education,$10 to $25 million (USD),-1
"Data Scientist, Visualization and Analytics",$85K - $143K (Glassdoor est.),4.0,"Flagship Pioneering, Inc.
4.0","Cambridge, MA",51 to 200 Employees,2000,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD)
Scientist,-1,4.0,"System One
4.0","Cambridge, MA",5001 to 10000 Employees,1979,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD)
Machine Learning Engineer I - Remote,$64K - $117K (Glassdoor est.),4.2,"Teikametrics
4.2","Boston, MA",201 to 500 Employees,2015,Company - Private,Internet,Information Technology,$10 to $25 million (USD)
Epidemiologist/Data Scientist,-1,3.7,"University of Massachusetts Medical School
3.7","Worcester, MA",5001 to 10000 Employees,1962,College / University,Colleges & Universities,Education,$1 to $2 billion (USD)
"Senior Data Scientist, Service",$95K - $151K (Glassdoor est.),3.5,"Wayfair
3.5","Boston, MA",10000+ Employees,2002,Company - Public,Home Furniture & Housewares Stores,Retail,$5 to $10 billion (USD)
Senior Data Scientist,$93K - $172K (Glassdoor est.),4.9,"Cambridge Mobile Telematics
4.9","Cambridge, MA",1 to 50 Employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
"Senior Data Scientist - Opportunity for Working Remotely Boston, MA",$109K - $193K (Glassdoor est.),4.3,"VMware Engineering
4.3","Boston, MA",10000+ Employees,1998,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD)
Full Stack Data Scientist,$111K - $126K (Glassdoor est.),4.0,"Sensor Tower
4.0","Boston, MA",51 to 200 Employees,2013,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable
Machine Learning Engineer - Data Science,$75K - $131K (Glassdoor est.),4.2,"STR
4.2","Woburn, MA",201 to 500 Employees,1985,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable
Scientist,$55K - $115K (Glassdoor est.),-1,Thymmune Therapeutics,"Cambridge, MA",-1,-1,-1,-1,-1,-1
Data Scientist (Marketing Optimization),$72K - $130K (Glassdoor est.),-1,"Brains Workgroup, Inc.","Cambridge, MA",-1,-1,-1,-1,-1,-1
Biomedical Data Scientist,-1,4.5,"PathAI
4.5","Boston, MA",51 to 200 Employees,2016,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD)
Senior Data Scientist,$101K - $171K (Glassdoor est.),4.8,"TrueMotion
4.8","Boston, MA",51 to 200 Employees,2012,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD)
Staff Data Scientist,$90K - $145K (Glassdoor est.),3.3,"Chewy
3.3","Boston, MA",10000+ Employees,2011,Company - Public,Pet & Pet Supplies Stores,Retail,$2 to $5 billion (USD)
Data Scientist II,$102K - $165K (Glassdoor est.),3.8,"Amazon Web Services, Inc.
3.8","Boston, MA",10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
"Machine Learning Scientist, (Natural Language Processing)",$60K - $126K (Glassdoor est.),4.0,"Workhuman
4.0","Framingham, MA",201 to 500 Employees,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
Lead Data Scientist,-1,3.8,"Harnham
3.8","Wellesley, MA",51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
Marketing Business Intelligence Analyst,$51K - $97K (Glassdoor est.),3.5,"EF Education First
3.5","Boston, MA",10000+ Employees,1965,Company - Private,Education Training Services,Education,Unknown / Non-Applicable
Data Scientist | MA - Wellesley,-1,-1,HopHR,"Wellesley, MA",-1,-1,-1,-1,-1,-1
Scientist - LC-MS/MS protein analysis,$55K - $104K (Glassdoor est.),4.5,"Alpha Consulting
4.5","Cambridge, MA",201 to 500 Employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD)
"Data Scientist, Protein Structure",$97K - $164K (Glassdoor est.),4.0,"Flagship Pioneering, Inc.
4.0","Cambridge, MA",51 to 200 Employees,2000,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD)
Protein Engineering Scientist,$74K - $140K (Glassdoor est.),3.9,"Momentum Staffing Group LLC
3.9","Cambridge, MA",51 to 200 Employees,2008,Private Practice / Firm,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD)
Data Scientist – Computer Vision,$68K - $127K (Glassdoor est.),4.8,"SFL Scientific
4.8","Boston, MA",1 to 50 Employees,2015,Company - Private,Consulting,Business Services,Unknown / Non-Applicable
Senior Data Scientist,$102K - $166K (Glassdoor est.),3.1,"CVS Health
3.1","Wellesley, MA",10000+ Employees,1963,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD)
Sr Research Data Scientist,$99K - $182K (Glassdoor est.),4.1,"Roku
4.1","Boston, MA",1001 to 5000 Employees,2002,Company - Public,IT Services,Information Technology,$1 to $2 billion (USD)
Data Scientist - Boston,$87K - $142K (Glassdoor est.),4.5,"Shift Technology
4.5","Boston, MA",201 to 500 Employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
"Scientist, Protein Purification Process Development",-1,-1,Cue Biopharma,"Cambridge, MA",-1,-1,-1,-1,-1,-1
Senior Data Scientist - Advanced Analytics,$81K - $150K (Glassdoor est.),3.1,"Ironside
3.1","Lexington, MA",51 to 200 Employees,1999,Company - Private,Consulting,Business Services,$25 to $50 million (USD)
Data Scientist/statistician,$72K - $120K (Glassdoor est.),-1,Cohen Veterans Bioscience,"Cambridge, MA",-1,-1,-1,-1,-1,-1
Senior Data Scientist – Attribute Sciences,$103K - $158K (Glassdoor est.),4.0,"Amgen
4.0","Cambridge, MA",10000+ Employees,1980,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Senior Engineering Scientist,$74K - $153K (Glassdoor est.),3.9,"Momentum Staffing Group LLC
3.9","Cambridge, MA",51 to 200 Employees,2008,Private Practice / Firm,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD)
Senior Data Scientist,$80K - $145K (Glassdoor est.),-1,TrueMotion,"Boston, MA",51 to 200 Employees,2006,Company - Private,Consulting,Business Services,$5 to $10 million (USD)
Senior Data Scientist,$93K - $152K (Glassdoor est.),4.2,"Sonos
4.2","Boston, MA",1001 to 5000 Employees,2002,Company - Public,Consumer Products Manufacturing,Manufacturing,$500 million to $1 billion (USD)
Machine Learning Scientist,-1,4.3,"Day Zero Diagnostics
4.3","Boston, MA",1 to 50 Employees,2016,Company - Public,$5 to $10 million (USD),-1,-1
Machine Learning Engineer,$70K - $125K (Glassdoor est.),4.0,"Butterfly Network
4.0","Boston, MA",201 to 500 Employees,2011,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
Data Scientist (Computer Vision and Image Processing),-1,-1,Spark Insights,"Boston, MA",-1,-1,-1,-1,-1,-1
Data Scientist (Labs),$84K - $145K (Glassdoor est.),3.2,"KAYAK
3.2","Boston, MA",1001 to 5000 Employees,2004,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable
AI/ML Research Scientist,$76K - $136K (Glassdoor est.),5.0,"Pryon
5.0","Boston, MA",1 to 50 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Senior Data Scientist,$123K - $195K (Glassdoor est.),4.4,"Syrinx
4.4","Boston, MA",1 to 50 Employees,1997,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD)
Managing Data Scientist/ML Engineer,$83K - $146K (Glassdoor est.),3.5,"PA Consulting Group
3.5","Boston, MA",1001 to 5000 Employees,1943,Company - Private,Consulting,Business Services,$100 to $500 million (USD)
"Scientist, Quality Control Molecular Cell Therapy",$58K - $106K (Glassdoor est.),4.1,"Bristol Myers Squibb
4.1","Devens, MA",10000+ Employees,1858,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Senior Data Scientist,-1,4.7,"HubSpot
4.7",Massachusetts,1001 to 5000 Employees,2006,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD)
Data Scientist - Advisor,$113K - $135K (Glassdoor est.),3.1,"CVS Health
3.1","Wellesley, MA",10000+ Employees,1963,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD)
Associate Data Scientist-Consultant (ConvergeHealth),$65K - $115K (Glassdoor est.),3.9,"Deloitte
3.9","Boston, MA",10000+ Employees,1850,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD)
Quantitative Analyst,$123K - $237K (Glassdoor est.),4.2,"Fidelity Investments
4.2","Boston, MA",10000+ Employees,1946,Company - Private,Investment Banking & Asset Management,Finance,$10+ billion (USD)
Senior Marketing Data Analyst,$64K - $113K (Glassdoor est.),3.6,"Epsilon
3.6","Wakefield, MA",5001 to 10000 Employees,1969,Subsidiary or Business Segment,Advertising & Marketing,Business Services,$2 to $5 billion (USD)
Senior Data Scientist,$100K - $159K (Glassdoor est.),4.0,"Verizon
4.0","Waltham, MA",10000+ Employees,2000,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD)
Senior Data Scientist,-1,-1,Reverie Labs,"Cambridge, MA",-1,-1,-1,-1,-1,-1
Senior Scientist - Molecular Biology,$55K - $122K (Glassdoor est.),3.9,"Momentum Staffing Group LLC
3.9","Cambridge, MA",51 to 200 Employees,2008,Private Practice / Firm,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD)
"Machine Learning, Data Scientist - Marketing",$80K - $141K (Glassdoor est.),4.1,"Getty Images
4.1","Boston, MA",1001 to 5000 Employees,1995,Company - Private,Photography,"Arts, Entertainment & Recreation",Unknown / Non-Applicable
DATA SCIENTIST/ 40 HOURS/ DAYS/ BWH SLEEP MEDICINE,-1,3.9,"Brigham & Women's Hospital(BWH)
3.9","Boston, MA",5001 to 10000 Employees,1996,Subsidiary or Business Segment,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD)
Transitional Data Scientist,$74K - $134K (Glassdoor est.),3.9,"Mass General Brigham(PHS)
3.9","Somerville, MA",1001 to 5000 Employees,1994,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD)
Senior Data Scientist,$89K - $149K (Glassdoor est.),4.8,"SFL Scientific
4.8","Boston, MA",1 to 50 Employees,2015,Company - Private,Consulting,Business Services,Unknown / Non-Applicable
"Data Scientist in Neuroscience and Bioinformatics, CAS, Biology",$58K - $105K (Glassdoor est.),4.3,"Boston University
4.3","Boston, MA",10000+ Employees,1839,College / University,Colleges & Universities,Education,$1 to $2 billion (USD)
Schneider Internship - Data Science (Start Spring/Summer 2021),$59K - $105K (Glassdoor est.),4.2,"Schneider Electric
4.2","Andover, MA",10000+ Employees,1836,Company - Public,Energy,"Oil, Gas, Energy & Utilities",$10+ billion (USD)
Senior Data Scientist,$97K - $168K (Glassdoor est.),4.1,"Veeva Systems
4.1","Boston, MA",1001 to 5000 Employees,2007,Company - Public,Enterprise Software & Network Solutions,Information Technology,$1 to $2 billion (USD)
Senior Scientist,$68K - $136K (Glassdoor est.),-1,"First Light Diagnostics, Inc.","Chelmsford, MA",-1,-1,-1,-1,-1,-1
Senior Data Scientist (Commercial Analytics),$129K - $205K (Glassdoor est.),4.4,"Syrinx
4.4","Boston, MA",1 to 50 Employees,1997,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD)
Lecturer of Statistical and Data Sciences,$62K - $109K (Glassdoor est.),4.3,"Smith College
4.3","Northampton, MA",1001 to 5000 Employees,1871,College / University,Colleges & Universities,Education,$100 to $500 million (USD)
Data Scientist (Co-op),$69K - $129K (Glassdoor est.),4.0,"Retail Business Services
4.0","Quincy, MA",1001 to 5000 Employees,Company - Public,Food & Beverage Stores,Retail,Unknown / Non-Applicable,-1
Data Scientist – Network Analysis and Control,$70K - $130K (Glassdoor est.),3.8,"Mitre Corporation
3.8","Bedford, MA",5001 to 10000 Employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD)
"Scientist, Formulation Development",$44K - $84K (Glassdoor est.),-1,Allena Pharmaceuticals,"Sudbury, MA",-1,-1,-1,-1,-1,-1
Epidemiologist/Associate Data Scientist– Dept of Ophthalmology,$57K - $101K (Glassdoor est.),4.3,"University of Massachusetts Medical School
4.3","Worcester, MA",10000+ Employees,1863,College / University,Colleges & Universities,Education,$2 to $5 billion (USD)
"Scientist, Formulation Development",$44K - $84K (Glassdoor est.),-1,Allena Pharmaceuticals,"Sudbury, MA",-1,-1,-1,-1,-1,-1
"Data Scientist, RWD",$72K - $137K (Glassdoor est.),-1,Alldus,"Boston, MA",-1,-1,-1,-1,-1,-1
Senior Data Scientist,$91K - $167K (Glassdoor est.),3.2,"Crossix Solutions
3.2","Boston, MA",201 to 500 Employees,2005,Company - Public,Advertising & Marketing,Business Services,Unknown / Non-Applicable
Machine Learning Engineer - Data Science,$68K - $132K (Glassdoor est.),2.8,"Athenahealth
2.8","Watertown, MA",5001 to 10000 Employees,1984,Company - Private,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD)
Senior Data Scientist,$95K - $153K (Glassdoor est.),3.7,"John Hancock
3.7","Boston, MA",1001 to 5000 Employees,1862,Subsidiary or Business Segment,Insurance Carriers,Insurance,$50 to $100 million (USD)
Machine Learning Engineer,$76K - $138K (Glassdoor est.),-1,CODAMETRIX,"Boston, MA",-1,-1,-1,-1,-1,-1
Variable Data Analyst,$51K - $100K (Glassdoor est.),3.2,"Spire
3.2","Peabody, MA",51 to 200 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1
Transitional Data Scientist,-1,-1,Mass General Brigham(PHS),"Somerville, MA",-1,-1,-1,-1,-1,-1
"Data Scientist, Customer Intelligence - Opportunity for Working Remotely Boston, MA",-1,4.3,"VMware
4.3","Boston, MA",10000+ Employees,1998,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD)
Martech Data Analyst,$56K - $102K (Glassdoor est.),4.7,"The Mom Project
4.7","Boston, MA",51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
Senior Data Scientist - Advanced Analytics,-1,4.0,"Ironside
4.0","Lexington, MA",1 to 50 Employees,2011,Company - Private,Staffing & Outsourcing,Business Services,Less than $1 million (USD)
"Data Scientist, Senior",$74K - $131K (Glassdoor est.),4.2,"Booz Allen Hamilton
4.2","Westborough, MA",10000+ Employees,1914,Company - Public,Consulting,Business Services,$5 to $10 billion (USD)
Senior Data Scientist,-1,4.2,"Dell Technologies
4.2",Massachusetts,10000+ Employees,1984,Company - Public,IT Services,Information Technology,$10+ billion (USD)
Business Intelligence Analyst,-1,3.7,"Robert Half
3.7","Sudbury, MA",10000+ Employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD)
Chemical Data Scientist,-1,-1,Treeline Biosciences,Massachusetts,-1,-1,-1,-1,-1,-1
Associate Data Scientist – Network Analysis and Control,$58K - $111K (Glassdoor est.),3.8,"Mitre Corporation
3.8","Bedford, MA",5001 to 10000 Employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD)
Senior Data Scientist,$96K - $163K (Glassdoor est.),5.0,"NuvoAir
5.0","Boston, MA",1 to 50 Employees,2016,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Data Scientist Proteomics,$82K - $138K (Glassdoor est.),-1,Monte Rosa Therapeutics,"Boston, MA",-1,-1,-1,-1,-1,-1
Epidemiologist/Associate Data Scientist– Dept of Ophthalmology,-1,3.7,"University of Massachusetts Medical School
3.7","Worcester, MA",5001 to 10000 Employees,1962,College / University,Colleges & Universities,Education,$1 to $2 billion (USD)
MDP Ecommerce Data Analyst Intern,-1,3.1,"BJ's Wholesale Club, Inc.
3.1","Westborough, MA",10000+ Employees,1984,Company - Public,Grocery Stores & Supermarkets,Retail,$10+ billion (USD)
